Id;Imię;Nazwisko;Data Urodzenia;Data Rejestracji;Pesel
2554;KACPER;NOCON;25-02-1989;22-02-2018;771100591938
2555;HONORATA;SZPILA;27-03-1960;05-01-2017;102081398129
2556;ANETA;STOJAK;24-11-1965;09-02-2017;160042173100
2557;OLIVIA;DYMINSKA;22-12-1998;22-04-2019;161022354661
2558;GRACJAN;STUDZINSKI;15-01-1961;12-05-2019;763042939008
2559;PETRO;TCHORZ;27-04-1981;28-10-2016;469060133011
2560;WIESLAWA;JANISZEK;27-04-1968;09-10-2017;394050873651
2561;JAGODA;LEWINSKA;02-09-1963;15-06-2019;463092954470
2562;LESZEK;BARTOSIEWICZ;06-09-1983;30-01-2019;577022458840
2563;JOZEF;PIATKOWSKI;20-12-1966;09-04-2016;191030722452
2564;ANIELA;WELNA;03-01-1971;12-04-2019;750103189197
2565;MAGDALENA;WALCZAK;14-06-1963;13-02-2017;200072871913
2566;OLEKSANDRA;LEGOWSKA;20-09-1981;26-09-2017;478091649392
2567;WLADYSLAWA;SZCZEPANIEC;09-07-1966;14-10-2017;288071039489
2568;ELWIRA;RADZIMSKA;29-12-1956;29-08-2016;370043078837
2569;YURII;KUBOWICZ;16-03-1999;09-04-2017;296111351298
2570;MIKOLAJ;BUSZTA;25-07-1992;10-04-2016;951090771772
2571;MIKOLAJ;JAREK;13-03-1980;04-01-2017;578070354926
2572;KAMILA;POPIEL;14-06-1968;03-08-2017;477032292121
2573;BOGUMILA;KESICKA;01-07-1965;02-11-2019;985091502816
2574;EUGENIUSZ;WASILUK;06-01-1995;19-09-2016;267010108489
2575;NELA;LESZKO;24-12-1979;22-09-2018;482070427132
2576;OLIVIER;STACHELEK;27-01-1976;15-10-2019;650100870994
2577;OLHA;FARUGA;28-01-1989;26-08-2018;159071359069
2578;NAZAR;OCHNIK;30-11-1978;06-06-2019;267022484520
2579;JULIA;SZYCHOWSKA;20-06-1965;29-02-2016;391033149221
2580;ALAN;WIELADEK;10-06-1994;20-08-2018;983092441752
2581;SONIA;KORAL;06-02-1971;01-12-2016;297100722604
2582;SYLWIA;KELLER;23-08-1977;17-04-2018;289042295898
2583;IGNACY;CZYZOWSKI;14-02-1968;13-01-2016;895121746904
2584;NIKOLA;KIJOWSKA;27-09-1992;17-01-2019;469101789304
2585;ANNA;PEKALSKA;24-02-1952;30-01-2016;194021332560
2586;CZESLAWA;SCHAB;31-01-1979;09-06-2018;894051884493
2587;WIOLETTA;BOBEK;12-04-2002;04-11-2017;993081509422
2588;KAJETAN;PIEKUT;17-03-1957;20-08-2017;300062126284
2589;ALBERT;GAL;29-04-1974;22-11-2018;561122420055
2590;NADIIA;ZYBALA;22-06-1954;09-10-2019;381012381756
2591;BLAZEJ;KORZEC;23-12-1976;09-01-2019;901031614363
2592;PAULA;PASCIAK;05-03-1976;02-01-2018;859080320012
2593;JOANNA;FILIPCZYK;18-10-1985;31-07-2016;175011308386
2594;MALGORZATA;SZALEK;12-07-1987;26-06-2016;963012636325
2595;KAZIMIERA;SOBON;13-07-1988;15-02-2019;760091525918
2596;WALDEMAR;PORADA;13-11-1995;09-02-2019;172102090300
2597;LECH;LUDWIKOWSKI;04-02-1972;30-08-2016;858021542614
2598;IZABELA;WOLAN;14-05-1951;17-12-2019;778120249472
2599;KRZYSZTOF;KANAREK;04-06-1999;15-08-2017;174123154566
2600;ELIZA;KUBERSKA;08-09-1959;01-12-2017;284031293566
2601;KORNEL;STRUS;02-10-1977;19-12-2017;898011398185
2602;DOROTA;SERWA;25-03-1975;11-06-2019;967101666520
2603;SZCZEPAN;TRYBUS;20-07-1977;17-07-2016;568103059423
2604;VALERII;YAREMCHUK;02-10-1986;30-06-2018;183011056607
2605;MARCEL;MARCHENKO;23-06-1956;03-10-2018;388070155052
2606;OKSANA;SIATKOWSKA;25-01-1980;20-07-2019;278080904446
2607;SARA;MOZDZEN;17-07-2001;28-12-2019;172090943611
2608;VLADYSLAV;WALISZEWSKI;22-07-1950;15-09-2016;379092779047
2609;MYKHAILO;KORONA;28-01-1985;28-09-2016;151082482237
2610;BOGUSLAWA;FRANKOWSKA;18-01-1959;02-01-2016;901070178347
2611;KLAUDIA;CZARNA;30-03-1996;14-12-2016;802011234456
2612;JAGODA;BUCHWALD;06-07-1971;31-05-2017;667012206945
2613;ALEKSANDER;POPEK;19-09-1958;01-02-2019;461102890772
2614;LUDWIK;SULEJ;23-06-1970;22-06-2019;972120844122
2615;ROZALIA;BOCIAN;10-05-1970;07-12-2017;394070320048
2616;ALEKSANDRA;FIRLEJ;05-11-1992;20-02-2019;781060105256
2617;SERHII;KOBYLARZ;15-03-1980;09-12-2019;381061662997
2618;PAULA;JARONSKA;08-03-1988;23-01-2018;176021471254
2619;SYLWIA;PALUCKA;17-01-1982;12-09-2017;889072339093
2620;VIKTORIIA;KRAJNIK;29-09-1983;13-05-2018;487111651854
2621;NIKOLA;BLASZYK;19-11-1951;13-04-2019;301112447997
2622;JAN;WIECZORKOWSKI;18-10-2002;08-02-2016;568082522142
2623;GRAZYNA;WITOS;31-10-1979;19-11-2018;890121966391
2624;BERNARD;PESTKA;01-01-1966;05-01-2018;874030926664
2625;NIKOLA;KUC;15-10-1998;14-05-2016;897021718502
2626;WLADYSLAWA;ROMANOWSKA;22-05-1950;10-08-2019;689112592582
2627;ZUZANNA;BATOG;22-06-1950;05-01-2019;772081162306
2628;STEFANIA;KARKOWSKA;25-09-1954;11-06-2016;576111404108
2629;REGINA;GALECKA;20-04-1988;18-08-2017;677112163909
2630;WIKTOR;PEKALA;10-01-1997;03-05-2019;968060547053
2631;DARIUSZ;KUNICKI;28-12-1992;11-01-2016;561120494693
2632;EUGENIUSZ;SITARZ;24-10-1971;14-09-2019;565092833816
2633;TAMARA;ZAREBSKA;04-12-1954;20-06-2017;972071740472
2634;MARLENA;SZUMILAS;23-06-1980;04-01-2019;364030746146
2635;VIOLETTA;LIPKA;13-03-1954;29-09-2017;959092227204
2636;KORNEL;KEMPINSKI;12-02-1963;29-05-2019;952020374174
2637;LUCYNA;LUBOWIECKA;06-02-1988;26-09-2017;264032308536
2638;ZANETA;STRACH;23-08-1958;09-08-2018;286032713218
2639;OLENA;NIEWIADOMSKA;04-09-1954;26-07-2017;889071199329
2640;DANIELA;KUZNETSOVA;04-07-1979;24-12-2016;355021754635
2641;SEBASTIAN;KUZMYCH;10-08-1996;13-09-2019;874121753630
2642;ANGELIKA;STAWOWY;02-07-1998;07-08-2018;361102434816
2643;OLIWIER;CIESLA;24-08-1956;09-02-2016;783071525227
2644;EDWARD;KOSIBA;21-02-1979;04-01-2018;657032566898
2645;PAVLO;SOCHACKI;09-03-1981;26-01-2019;282080916172
2646;LUCJA;KUSAK;01-02-1996;08-05-2017;473110865057
2647;LILIANNA;PISKORZ;16-10-1959;24-02-2018;859121834840
2648;GRAZYNA;MATERA;26-09-2002;27-01-2019;353030154683
2649;ANDRII;MRUK;12-11-1950;08-06-2016;566070341210
2650;DARIUSZ;OSSOWSKI;22-05-1996;09-08-2019;971081974439
2651;URSZULA;FRANK;30-08-1952;28-12-2017;469042019012
2652;SIARHEI;MUSIALEK;07-09-1984;09-12-2019;578022507457
2653;AGNIESZKA;MANIECKA;24-05-1960;05-10-2017;379061279983
2654;TADEUSZ;SCHAB;20-02-1994;22-03-2018;870031474689
2655;KORNELIA;MARSZALKOWSKA;17-01-1981;23-02-2017;365123172507
2656;ILLIA;BAKULA;09-05-1999;11-09-2018;766111739611
2657;JAGODA;SLUGOCKA;23-04-1985;30-12-2018;659062108623
2658;WIKTOR;ZAPALA;12-02-1955;24-06-2018;882042582605
2659;LUIZA;GORNICKA;13-12-1961;08-04-2017;488102725341
2660;FILIP;DENISIUK;03-09-1962;30-11-2016;789090688570
2661;ANDRZEJ;TYSZKO;07-11-1955;25-08-2019;273111700412
2662;KAMIL;SLUPSKI;25-05-1992;27-04-2016;178111644916
2663;PAULINA;PYTLARZ;29-08-1971;09-11-2018;194052804469
2664;JANUSZ;NIEMYJSKI;16-08-1955;04-09-2019;689031046083
2665;GERTRUDA;GUZY;29-01-1957;27-05-2018;795092681322
2666;JEDRZEJ;SOBIESKI;19-10-1957;12-02-2018;863041993003
2667;ELWIRA;MACIOROWSKA;17-07-1968;06-05-2018;853030843650
2668;ROZA;MICHALCZYK;13-08-1997;13-04-2017;395030479607
2669;NORBERT;GULA;29-03-1969;04-06-2016;687101439992
2670;EWA;MANCZAK;06-10-1984;02-01-2016;100040202375
2671;DZMITRY;KLUSEK;12-12-2002;07-05-2019;670041437704
2672;JANUSZ;BABYCH;12-04-1972;16-04-2019;593021833654
2673;VIOLETTA;MISZCZAK;28-08-1976;15-09-2019;155082650388
2674;MARZENA;ZHANG;22-04-1981;03-07-2018;772082688219
2675;ALEKSANDRA;PAPIERZ;09-05-2001;28-09-2016;870012685688
2676;INNA;DANIELSKA;14-05-1959;23-02-2018;156071957992
2677;KONRAD;SMIECH;08-12-2002;28-11-2017;167061079365
2678;ANASTAZJA;OCHNIO;25-04-1998;16-09-2016;491111021198
2679;WIOLETTA;ZIMNA;18-06-1993;09-01-2016;550021917644
2680;WACLAW;ONISZCZUK;25-01-1972;25-11-2016;871020887147
2681;PIOTR;HADAM;23-10-1957;21-05-2019;491060158307
2682;BRUNO;ZACZYK;10-05-1968;16-02-2018;392070965758
2683;JOZEF;PROKOP;01-04-1963;14-02-2019;188081709138
2684;WIOLETA;PAWLAS;20-12-1964;01-08-2019;292083051184
2685;MYKHAILO;WESOLEK;29-06-1961;03-12-2017;856123033108
2686;IZABELLA;DYLAG;06-07-2002;31-12-2016;654122213647
2687;YELYZAVETA;KRUK;09-11-1969;16-09-2017;282011121820
2688;VADYM;MAMEDOV;19-05-1999;15-12-2019;863122415597
2689;LESZEK;RODZIEWICZ;06-05-1990;30-11-2019;952112297232
2690;MARYNA;MOCHOCKA;29-09-1976;26-03-2017;395112403218
2691;WACLAW;SADKOWSKI;04-04-1996;14-02-2019;675080444776
2692;MARIKA;SACHARCZUK;14-09-1977;28-03-2017;862121723779
2693;LIDIA;BIESIADA;04-07-2001;01-01-2020;478052085303
2694;DAGMARA;MLODAWSKA;01-03-1957;18-01-2019;779040858314
2695;JAGODA;PRUCNAL;27-06-1983;29-03-2016;858101181557
2696;STEFAN;MIERZWINSKI;06-03-1984;23-12-2019;655020442050
2697;PIOTR;KUCIA;12-02-1972;02-08-2018;765111243164
2698;GRACJAN;DREZEK;03-03-1984;25-11-2019;657052935175
2699;MAJA;DOBROSIELSKA;28-03-1974;18-12-2017;970070362297
2700;ANGELIKA;WIECHEC;14-09-1958;28-10-2016;259120858987
2701;LESLAW;MROZEK;26-04-1978;25-04-2017;598120803720
2702;ARLETA;MARSZALEK;15-02-1961;20-12-2016;771112206214
2703;TADEUSZ;BELKA;21-04-1969;18-12-2016;297092003383
2704;BRYGIDA;KRYSZAK;28-12-1973;20-01-2018;692072921471
2705;GABRIEL;MROCZKA;03-05-1953;28-04-2019;652040424065
2706;YEVHENII;MYSLEK;09-03-1986;14-11-2017;162021587906
2707;POLINA;OCHMAN;15-04-1950;05-06-2017;985081725698
2708;HALINA;FURMAN;21-04-1988;24-07-2017;785061058325
2709;GABRIEL;LASOTA;11-06-1958;04-10-2016;402111236166
2710;AGNIESZKA;SUCHANEK;17-02-1967;16-02-2017;189101076440
2711;VIOLETTA;JONSKA;08-05-1966;01-08-2019;163030922995
2712;IZABELA;ROGUSKA;15-12-1982;16-05-2016;790060752839
2713;POLINA;MIEKUS;13-01-1986;14-09-2017;496010687257
2714;JANINA;PIEROG;26-08-1989;29-04-2017;767071900158
2715;ALDONA;MACIEJEWSKA;20-04-2002;15-12-2017;386041543738
2716;WIKTORIA;STASKIEWICZ;19-07-2002;15-03-2019;281031711057
2717;PATRYCJA;GALECKA;23-09-1992;21-03-2018;981030730570
2718;LAURA;SZYMONIAK;24-10-1994;05-02-2019;868071865338
2719;BOLESLAW;BAJOREK;13-01-1971;11-10-2018;586072727323
2720;INNA;GAJKOWSKA;18-12-1991;27-12-2019;972123175337
2721;ADRIANNA;BIZON;12-01-1951;20-10-2017;870072511954
2722;JULIA;PAMULA;19-06-1999;05-08-2017;698062193770
2723;JOACHIM;KMITA;05-07-1994;18-03-2019;676081567887
2724;JADWIGA;KLIMKOWSKA;11-05-1996;16-05-2019;594121980742
2725;STANISLAWA;PIECHOCKA;08-10-1982;08-01-2018;285081690510
2726;NINA;PIZON;17-07-1962;25-07-2017;583090421387
2727;RENATA;PRZEPIORA;21-04-1956;13-03-2017;981120186798
2728;MIA;GRZEGORZEWSKA;18-05-1972;03-09-2016;670071603618
2729;BARTOSZ;KLOPOTOWSKI;03-09-1962;06-07-2017;385012891037
2730;KONRAD;BOICHUK;28-09-1970;22-04-2019;181033001536
2731;PETRO;SALA;23-05-1961;23-12-2019;353090618453
2732;NORBERT;KWASNY;07-06-1986;04-08-2017;497051743329
2733;LUDWIK;JANUSZEWSKI;26-05-1979;05-05-2019;276042491656
2734;MIROSLAW;PERZ;22-04-1975;13-12-2016;371081474411
2735;OLENA;WESOLEK;27-01-1976;20-08-2016;171021344569
2736;RYSZARD;BARAN;14-07-1963;04-12-2017;100040130641
2737;KALINA;ROSSA;01-09-1956;27-07-2018;476030101743
2738;BRONISLAWA;WARZYNSKA;20-07-1951;04-08-2017;480060130036
2739;KUBA;PESTKA;07-11-1984;24-02-2019;577100330807
2740;WIKTORIA;KADZIOLKA;22-08-1999;08-09-2016;302090987345
2741;BLANKA;MACHAJ;29-03-1997;11-09-2016;989062181146
2742;JAGODA;STOJAK;15-12-1978;04-06-2016;585040440982
2743;DIANA;CHLOPEK;02-04-1991;16-01-2019;598101747012
2744;VITALII;SELIGA;29-04-1950;16-01-2016;384031739598
2745;ALFRED;BOHDAN;25-09-1999;15-01-2018;992040189727
2746;LARYSA;ZAWILA;07-05-2002;22-12-2016;289040294242
2747;MICHALINA;KALICINSKA;25-03-1953;11-12-2018;360052386154
2748;POLINA;KUBIAK;08-12-1999;13-09-2018;963011008796
2749;LECH;BARWINSKI;28-03-1974;05-01-2019;795050117363
2750;CZESLAWA;WICHROWSKA;23-11-1991;28-12-2018;753052096973
2751;BOZENA;PAWLIKOWSKA;08-03-2002;17-03-2016;496041956363
2752;LILIANA;KALINA;01-04-1992;02-08-2019;480103126874
2753;PAULINA;ABRAMOWSKA;11-07-1955;17-11-2019;579031807392
2754;MARIAN;BINIEK;22-04-1998;06-08-2016;486050414262
2755;BOGUSLAW;SMOK;26-09-1986;29-09-2017;372100991282
2756;MIECZYSLAWA;DOLATOWSKA;14-04-1991;01-08-2018;694070878439
2757;WLADYSLAWA;OPALA;19-08-1969;26-08-2018;850103082117
2758;VIOLETTA;SZURA;16-03-1991;17-07-2017;570082192624
2759;MARIANNA;NEUMANN;14-12-1960;20-03-2019;461122531879
2760;LUKASZ;SZTABA;03-07-1994;10-10-2018;295112429327
2761;IZABELA;MISZCZAK;28-06-1956;21-07-2018;977032955898
2762;ZYGMUNT;GADZINSKI;14-04-1990;28-01-2017;678071136570
2763;ANTONI;CZOPEK;09-05-1983;22-12-2016;485042995811
2764;ANATOLII;PAPIERNIK;26-03-1968;09-02-2016;361021094826
2765;ERYK;CALA;09-02-1992;31-03-2018;200060315635
2766;GENOWEFA;KOMOREK;21-09-1979;08-01-2019;889072467238
2767;ANASTASIIA;STOKLOSA;08-11-1972;29-06-2017;686040196602
2768;LESLAW;FISCHER;22-07-1989;30-11-2016;959082930896
2769;LILIIA;PILECKA;24-07-1958;30-03-2017;859021253099
2770;BOHDAN;KRASNODEBSKI;16-04-1987;09-02-2019;450020388808
2771;GENOWEFA;WIELGOS;14-06-1973;25-06-2018;779061851801
2772;ROZALIA;BERNACKA;25-07-1995;17-05-2016;696121494545
2773;EMIL;KOZIEJ;16-08-1984;13-04-2016;157102717815
2774;ANNA;PAPIERNIK;18-10-1967;06-05-2018;499100123486
2775;MIROSLAWA;SLEZIAK;11-02-1991;04-06-2017;797112801385
2776;HALINA;PROSZOWSKA;09-01-1963;18-05-2017;691010625713
2777;LIDIA;SMUGA;02-01-1978;02-01-2018;162101178536
2778;NATALIIA;VASYLENKO;07-07-1971;15-03-2017;696010803028
2779;BRYGIDA;WROBEL;07-01-1980;08-08-2016;793051436134
2780;TETIANA;LESZCZYNSKA;16-07-2002;11-07-2018;451052927798
2781;LUIZA;KROK;16-07-1984;25-07-2017;484021688661
2782;NELA;PIETROWSKA;01-11-1981;05-07-2019;900081062422
2783;ALIAKSANDR;STOBIECKI;06-09-1988;10-05-2018;673033064750
2784;WANDA;RZESZOWSKA;30-10-1983;22-11-2017;800062814635
2785;ADRIANA;STACHON;04-08-1975;30-07-2017;779012660241
2786;KORNELIA;KROLIK;21-07-1996;29-10-2016;393121220857
2787;ADRIANA;PAZ;25-07-1978;23-01-2016;152090133410
2788;FRANCISZEK;SZWEDA;29-06-1965;05-12-2018;280070409299
2789;DARIA;BARCIKOWSKA;10-06-1957;05-12-2017;577112763863
2790;EDYTA;BRZOSKA;31-03-1975;10-09-2018;463030633694
2791;ARLETA;WOLICKA;02-09-1951;04-01-2017;778081349892
2792;MAREK;KOCIUBA;17-08-1978;17-09-2016;766093006406
2793;WIESLAWA;JASZEWSKA;17-07-1974;30-03-2017;662110946315
2794;YANA;VOLOSHYN;28-08-1961;10-08-2019;266040580490
2795;OLEKSANDR;HRYTSENKO;15-05-1969;26-07-2016;185041805117
2796;IRYNA;JANECKA;19-03-1978;14-11-2018;159111078094
2797;YULIIA;KRAKOWIAK;09-02-1960;13-02-2016;282053078150
2798;YANA;PANCHENKO;21-06-1996;29-09-2016;268081261673
2799;ILONA;MIROSHNYCHENKO;27-11-1977;01-07-2019;761070398246
2800;REGINA;SWISTAK;22-10-1987;29-10-2016;380012306862
2801;ALBERT;STOLARCZYK;15-08-1979;14-08-2016;850111649191
2802;SEBASTIAN;TUTAK;13-02-1993;19-04-2018;399012142094
2803;LUCYNA;CICHA;04-08-1994;27-03-2016;198012680629
2804;HELENA;OSKA;19-08-1983;11-10-2018;265022175208
2805;ARTUR;DUBIEL;25-01-1989;10-12-2016;386030373675
2806;BOGUSLAW;JACHOWICZ;31-01-1965;12-06-2019;263012102600
2807;ALBERT;MALINA;23-12-1997;20-08-2017;489072085895
2808;MARYNA;PYRA;12-08-1982;14-12-2018;272060180103
2809;LUIZA;ANUSZKIEWICZ;12-01-1960;18-11-2018;470011773298
2810;MYKOLA;GRODZICKI;18-05-1980;19-09-2018;595121289028
2811;VALENTYNA;SZCZEPKOWSKA;10-01-1951;26-08-2018;475021118577
2812;JOANNA;KRAUS;27-09-1999;24-08-2019;388102306964
2813;ANDZELIKA;PONICHTERA;04-02-1991;20-04-2018;174072486062
2814;NIKOLA;JEDRZEJEK;03-02-1970;20-09-2018;465083095047
2815;MALWINA;GODULA;13-09-1970;17-01-2016;169071109489
2816;VALERIIA;PASIKOWSKA;16-10-1953;17-02-2018;755043045193
2817;BLANKA;ZAWISTOWSKA;02-03-2001;01-11-2019;161121819967
2818;LARYSA;CEGLAREK;15-03-1986;07-10-2017;479082439121
2819;SARA;KOWALCZYK;02-10-1994;25-08-2018;191070696592
2820;EDMUND;JEDRAS;08-05-1967;04-04-2019;964121358920
2821;MIA;KADLUBOWSKA;23-09-1997;15-05-2018;989032059202
2822;GRZEGORZ;BARON;20-06-1952;23-02-2018;476092004458
2823;SANDRA;SUTOR;13-02-1970;09-06-2019;880083050465
2824;GRAZYNA;TROSZCZYNSKA;07-08-1988;28-06-2018;674033031245
2825;IRYNA;VOLOSHYNA;06-11-1969;12-04-2018;900032752863
2826;TERESA;ANDRUSZKIEWICZ;25-06-1957;08-01-2016;982010943491
2827;JOZEF;RUSZCZAK;19-07-1998;24-02-2018;758021467407
2828;MARYNA;ZYCH;02-11-1951;29-10-2016;285011812352
2829;VOLODYMYR;MAKARUK;21-08-1959;11-05-2019;672020195645
2830;WALDEMAR;KURCZYNSKI;16-02-2001;16-09-2017;363061985036
2831;HALYNA;WASZKIEWICZ;09-09-1978;03-02-2017;359073092798
2832;ARLETA;PABIS;01-09-1967;23-02-2018;680020821233
2833;ANDREI;SMAL;07-03-1986;15-07-2019;698022315048
2834;STANISLAW;GRZYMALA;28-11-1988;13-07-2016;879020162922
2835;TOMASZ;SULIK;29-09-1964;23-05-2018;692041717626
2836;SABINA;BUCHWALD;12-01-1977;25-08-2016;262052303133
2837;LUKASZ;WOJCICKI;02-11-1966;02-07-2017;988050904734
2838;SYLWESTER;CIESLEWICZ;23-09-1996;22-09-2019;365071208865
2839;LUIZA;BLAZEWICZ;23-10-1998;25-12-2019;598032541720
2840;NADIA;KOPIEC;10-06-1963;09-08-2016;356041035944
2841;BORYS;BACZYK;13-06-1968;21-05-2017;679092101568
2842;ADRIANNA;LABUZ;07-02-1955;25-08-2018;779032744823
2843;KRYSTIAN;MARTYKA;31-05-1987;24-10-2016;976022155190
2844;KAROLINA;PACOCHA;26-08-1987;09-12-2017;174052910703
2845;STANISLAV;MASNY;01-08-1969;25-04-2019;590031973526
2846;VALENTYNA;CHRABASZCZ;01-07-1983;26-05-2019;769020664182
2847;ALEKSANDER;BUDZISZ;13-09-1981;01-12-2016;579092192859
2848;PAULA;DOBRZENIECKA;21-11-1964;04-12-2019;471052953576
2849;ZENON;JEDLINSKI;13-07-1963;25-12-2016;877101904549
2850;ALONA;MERTA;28-06-1959;24-03-2016;558052463264
2851;ALEXANDER;SZABAT;19-08-1954;13-03-2017;457122965493
2852;EWELINA;BLOK;15-05-1977;24-04-2017;182021248921
2853;MONIKA;BARANIAK;19-12-1993;01-01-2018;770052234203
2854;WANDA;PODOBINSKA;26-08-1978;14-03-2018;884082548381
2855;CEZARY;KARCZYNSKI;07-12-1971;20-08-2019;387102232827
2856;GRACJAN;RAJKOWSKI;01-02-1958;10-03-2019;296082454399
2857;EDMUND;KALUCKI;07-01-1971;02-12-2016;969090228894
2858;EWA;JAGIELA;12-10-1963;15-07-2016;292121444826
2859;VIOLETTA;OSTOJSKA;23-01-2001;15-07-2018;275041758582
2860;IRENEUSZ;KOLACZ;25-10-1995;21-04-2018;768022139995
2861;LENA;KRAVTSOVA;08-09-1980;21-05-2016;373111621520
2862;ARTEM;MUSIAL;29-06-1957;24-11-2016;758080749024
2863;OLEKSANDR;GROMADA;19-09-1958;27-05-2019;951061323562
2864;KRYSTYNA;BIELAWA;17-04-1982;26-01-2018;561121648713
2865;ERYK;GRZYMKOWSKI;13-07-1968;21-06-2019;155082125018
2866;ROMUALD;CHOMA;25-06-1962;26-10-2019;184071487993
2867;TADEUSZ;TYSZKO;16-08-1999;14-10-2017;690010598598
2868;DOMINIKA;BOLEK;11-11-1999;05-11-2018;580111537917
2869;IGNACY;SZCZESNIAK;13-04-1982;02-03-2017;658010920827
2870;NIKODEM;BIALOWAS;31-08-1967;09-07-2017;986020261450
2871;JOZEFA;KOCIOLEK;18-05-1986;20-12-2017;484082858504
2872;DAVID;BUTRYN;10-11-1978;12-03-2017;459122068659
2873;EUGENIA;MIERZWINSKA;26-06-1987;01-11-2016;289072821977
2874;BERNADETA;SZCZEPANIEC;18-03-1988;27-02-2019;757081771269
2875;BOGUSLAWA;LANGNER;17-11-1988;22-02-2019;267030100522
2876;LIUDMYLA;KURA;23-03-1959;07-09-2017;799111292797
2877;VIKTORIIA;REKAWEK;29-07-1957;23-11-2019;564071974680
2878;MARIUSZ;AVRAMENKO;03-10-1976;13-05-2018;381052339105
2879;OLIVIER;SZELEST;07-06-1952;16-11-2019;566110984936
2880;KAROLINA;MATYSEK;14-04-1999;30-08-2019;101010754288
2881;ROBERT;CALA;29-06-1991;03-01-2019;192090483487
2882;MARCIN;NARLOCH;09-10-1953;25-09-2016;163080165118
2883;KONRAD;OSINSKI;18-09-1964;31-12-2018;754031684686
2884;WERONIKA;NAWRAT;16-11-1981;09-03-2019;390062556349
2885;ALICJA;PACAK;21-03-1969;08-04-2019;683012403223
2886;BOGDAN;SMOLIK;14-01-1999;24-12-2017;656100228036
2887;VIKTOR;CHACINSKI;16-03-1973;01-03-2017;283010357178
2888;LAURA;GACEK;11-12-1988;04-02-2016;456111981354
2889;OLEKSANDRA;FURMANIAK;17-02-1959;28-05-2019;994110375777
2890;SOFIIA;PIETRASZEK;22-06-1986;15-10-2017;658051337078
2891;MIKOLAJ;DZIENIS;17-10-1959;17-04-2017;668120109751
2892;JAKUB;MACHALSKI;22-01-1950;13-04-2019;179113060375
2893;LUCJA;KUKOWSKA;13-07-1976;30-06-2018;579041024292
2894;PRZEMYSLAW;BONDARUK;25-07-1969;12-06-2016;461061254460
2895;ALEX;LANGOWSKI;17-06-1977;17-07-2016;487052993021
2896;ALEKSANDRA;TALAGA;01-06-1980;10-07-2019;554112604666
2897;OLIWIA;POPOWICZ;02-02-1990;19-06-2016;899073104445
2898;MIECZYSLAW;CZARKOWSKI;26-04-1998;11-09-2016;500112203419
2899;GRZEGORZ;POZORSKI;09-06-1963;12-09-2016;502102370199
2900;DANIEL;SROCZYNSKI;23-12-1967;19-10-2017;555070640749
2901;WIKTOR;TOMASZKIEWICZ;03-09-1999;27-05-2016;401053194835
2902;TOBIASZ;BABIK;30-07-1985;20-12-2018;878120967866
2903;ANDZELIKA;MAGDA;23-09-1961;09-09-2016;802120147549
2904;VALERII;STOLARSKI;03-02-1988;18-10-2018;982111118960
2905;ANDRZEJ;WRONOWSKI;19-09-1963;06-01-2016;964031380188
2906;MIKOLAJ;BORON;05-12-2001;21-08-2017;471052632130
2907;JOANNA;CHRZASTEK;28-12-1990;30-12-2019;382112845620
2908;TOBIASZ;CABAJ;18-03-1993;15-04-2018;553101415363
2909;RADOSLAW;BYCZKOWSKI;10-03-1982;12-12-2017;568010789794
2910;STANISLAWA;GRZELAK;15-03-1971;30-04-2019;883103085413
2911;ARTUR;PIETKIEWICZ;08-06-1977;29-09-2016;880090307559
2912;ANASTAZJA;JEZ;05-01-1984;08-01-2019;754011187521
2913;NATALIIA;KARDAS;07-12-1964;05-03-2016;765121710332
2914;KAROLINA;SUSZEK;15-04-1973;05-02-2016;982090449421
2915;DZMITRY;HOPPE;28-03-1971;22-04-2016;261061151396
2916;ALEKSANDRA;OLAK;17-03-1961;05-04-2016;198010719815
2917;ANTONINA;LUTSENKO;26-12-1966;21-07-2016;573022256349
2918;KORNEL;KROLICKI;30-03-1951;29-07-2019;892122665898
2919;KAROLINA;TRACZ;15-05-1987;16-07-2017;294062524476
2920;BOGUSLAWA;ZARZECZNA;04-05-1981;14-11-2016;575042830435
2921;YAROSLAV;KARCZMARZ;12-10-1988;25-05-2019;399110782804
2922;BERNADETA;PROKOPCZYK;13-09-1967;09-04-2017;969122780151
2923;LIUDMYLA;REKAS;11-07-1986;12-05-2019;990091298807
2924;AGNIESZKA;MAKULSKA;02-09-1964;13-06-2017;365100946679
2925;BRONISLAWA;GRABKA;26-06-1950;01-09-2016;573011104046
2926;RADOSLAW;NIZNIK;26-11-1959;17-11-2017;351022088463
2927;GENOWEFA;KOZINA;06-05-1999;10-07-2017;382010402638
2928;MATEUSZ;GOLEBIOWSKI;24-04-1972;02-06-2017;759081656133
2929;HALINA;BOSEK;31-08-1974;06-10-2018;966031144165
2930;MILENA;SZCZAWINSKA;03-01-2002;31-07-2019;202091374860
2931;OLAF;WOLK;31-12-1983;11-08-2019;768061218645
2932;KACPER;WOJCIESZEK;27-09-1953;19-08-2019;391071262262
2933;VICTORIA;BRODOWICZ;06-12-1991;09-08-2016;259031733965
2934;ALEXANDER;NOWARA;09-10-1965;20-06-2018;881061989633
2935;AMELIA;WYLEGALA;30-10-1996;06-12-2018;980061063975
2936;RAFAL;JUCHNIEWICZ;17-03-1992;09-09-2016;463082986304
2937;HALINA;LASEK;20-05-1972;06-07-2018;480053140635
