id;PESEL;Imię;Nazwisko;Czy nadal pracuje;Data Zatrudnienia
2711;970529816614;KRYSTYNA;HAVRYLENKO;1;14-12-2018
2712;690227051592;ALEXANDER;PYZIK;1;07-09-2018
2713;580908877124;ANDRZEJ;KOSIOR;1;25-03-2016
2714;750305733221;VIKTORIIA;PIEKARSKA;0;25-09-2016
2715;801220364411;VALERIIA;MANKOWSKA;1;18-08-2019
2716;910811406086;CZESLAW;PSZCZOLKOWSKI;0;18-06-2018
2717;570302844500;ALEXANDER;WITULSKI;0;20-09-2017
2718;590302155196;MIECZYSLAW;WARZYNSKI;0;08-08-2017
2719;800129923702;YULIIA;MAJKOWSKA;1;19-03-2016
2720;640802466864;POLA;SZADY;1;14-11-2019
2721;680422441966;YULIIA;GOSZCZYNSKA;1;18-08-2017
2722;630824315978;FABIAN;SIMINSKI;1;25-05-2019
2723;740103265197;KAJA;JUCHNIEWICZ;1;20-02-2018
2724;610205322226;TAMARA;SITARZ;1;16-04-2019
2725;750310642505;NIKODEM;ZIEJA;0;21-02-2016
2726;920808951873;YANA;CZECH;0;05-10-2017
2727;900226486146;VOLODYMYR;OPARA;0;21-09-2019
2728;750224517435;KLAUDIA;JAROSZ;0;06-02-2017
2729;760325762075;IRENEUSZ;ROGOZ;0;24-11-2016
2730;530116982417;RYSZARD;GOJ;0;25-03-2016
2731;720527648377;MIKOLAJ;ZDANOWSKI;0;18-04-2018
2732;570612603582;WIOLETA;MUZYKA;1;05-07-2016
2733;570611099263;YEVHEN;SZCZEPKOWSKI;0;22-04-2019
2734;871228987774;ROMAN;PIECHOCINSKI;0;26-12-2019
2735;670129266233;ANITA;BORSUK;0;21-10-2017
2736;580630981823;ILLIA;KOSEK;1;19-01-2016
2737;970218454229;GERTRUDA;KOBYLECKA;0;11-07-2017
2738;880207885087;MICHAL;TREPKA;0;30-08-2018
2739;741204761523;ERNEST;ZAKRZEWSKI;1;22-05-2017
2740;580830483347;MAREK;JUST;0;07-06-2016
2741;630310805494;CEZARY;ZDUNIAK;1;10-12-2017
2742;870901043974;ALEX;KORTAS;1;02-11-2018
2743;720618761574;EDMUND;KOLARCZYK;0;24-09-2016
2744;881013953180;DAMIAN;OSKA;1;20-05-2018
2745;890818982152;TETIANA;ZMYSLONA;1;07-11-2019
2746;770919891146;ZDZISLAW;PTASINSKI;1;17-03-2018
2747;890820775045;MARIAN;MACHNIK;0;26-08-2018
2748;541120032240;DARIA;WOJTYCZKA;1;06-12-2016
2749;600312060493;ILONA;KASZEWSKA;1;17-07-2018
2750;900623141929;EUGENIUSZ;LACZYNSKI;1;13-03-2016
2751;870706180055;KLARA;MATUSZ;1;15-12-2016
2752;531228598139;BOGUMILA;MORAWIEC;0;08-02-2016
2753;731018341962;HUBERT;RUSZEL;0;29-04-2019
2754;611108262508;ANASTAZJA;BOBKOWSKA;0;13-05-2018
2755;901009305863;WLADYSLAW;MACIOLEK;1;12-05-2017
2756;710818001265;EMIL;WISNIOWSKI;0;13-01-2017
2757;800702618321;ALEKSANDER;KUMOR;0;15-08-2018
2758;880120551901;ANGELIKA;GUNIA;1;22-12-2017
2759;600916310093;KALINA;PIROG;1;11-01-2016
2760;550218895333;TYMON;BARSZCZEWSKI;0;07-11-2017
2761;820604998511;STANISLAV;RUP;0;21-03-2018
2762;600629184861;REMIGIUSZ;KMAK;1;24-01-2017
2763;720118203083;KATARZYNA;CIELECKA;1;09-01-2018
2764;551225134466;BOGUSLAW;BUGAJSKI;0;06-06-2017
2765;950606993187;HENRYK;LUBINSKI;0;15-11-2019
2766;810814072407;EDMUND;LAZARZ;0;28-10-2016
2767;741223925920;VERONIKA;SULICH;0;01-07-2019
2768;871130967434;CECYLIA;CHMURZYNSKA;0;15-02-2016
2769;770502965743;TYMOTEUSZ;CYMERMAN;0;26-06-2017
2770;751114135634;POLINA;FRANCZYK;0;17-01-2018
2771;721008600425;JOACHIM;ISMAILOV;0;26-12-2018
2772;630901085963;ROZALIA;WOJTASIAK;0;02-02-2018
2773;730330709535;NAZAR;KRZYSIAK;0;30-11-2017
2774;630816772376;NORBERT;TALAREK;0;13-09-2019
2775;511130206830;TYMON;KRAWCZYK;0;08-08-2017
2776;730914023145;MARIOLA;DUDKOWSKA;0;14-12-2019
2777;810222503516;LUIZA;LESZCZYNSKA;0;10-06-2018
2778;520908009494;WIOLETA;WOLOS;1;01-03-2019
2779;790609474355;MIA;BARTYZEL;1;07-06-2018
2780;850201685186;MIKOLAJ;POTEPA;0;10-09-2019
2781;680106930859;DAVID;KRAJNIK;1;21-01-2018
2782;630909153077;MAREK;TOMIAK;1;16-03-2019
2783;650807718475;SERHII;KIELBASA;0;11-03-2018
2784;660308440109;KINGA;SKLODOWSKA;0;11-12-2018
2785;751014659502;STEFAN;FRACKIEWICZ;1;03-09-2018
2786;920923473472;VOLODYMYR;WRZESNIAK;0;19-03-2018
2787;711221370990;ANDRII;ZYSKOWSKI;1;27-05-2017
2788;690104842783;DENYS;GODLEWSKI;0;15-07-2019
2789;940510519162;DENYS;CHOMICKI;0;09-01-2016
2790;751013320290;MYKOLA;STALMACH;1;27-01-2019
2791;570902708712;LUKASZ;YAREMCHUK;1;07-03-2018
2792;611001947500;WERONIKA;KOZIEL;0;04-06-2017
2793;890921286815;FRANCISZEK;CHOROMANSKI;0;21-12-2019
2794;960920855530;MIA;KARCZMARCZYK;1;29-01-2017
2795;841028532384;ZANETA;GABRYSZEWSKA;1;11-04-2019
2796;850821468470;PATRYK;DEBINSKI;1;29-12-2019
2797;810531492649;IGNACY;GABRYSZEWSKI;0;17-09-2018
2798;720126366270;RADOSLAW;DURLAK;1;14-02-2018
2799;950510775373;SVITLANA;STREK;0;13-03-2018
2800;810128732348;LAURA;KROLAK;1;15-02-2016
2801;660622719459;BRONISLAW;BOROWCZAK;1;26-09-2016
2802;680701652422;KAZIMIERZ;FILIP;0;22-08-2016
2803;871030834545;OLIVIER;KOWALSKI;0;02-07-2018
2804;731123095326;EWELINA;GWIAZDA;0;30-09-2017
2805;751216983537;TYMON;ZYCINSKI;0;24-02-2018
2806;810207897243;JANUSZ;SIEJA;1;23-03-2017
2807;760223176028;SZYMON;SZYCA;0;06-11-2019
2808;811208404750;MARIANA;WALCZEWSKA;0;05-08-2017
2809;910310702952;KRYSTIAN;SAWICKI;0;18-09-2017
2810;550327878666;JOANNA;GRZYMKOWSKA;0;12-09-2016
2811;950124093141;MARTYNA;GAJEWSKA;1;20-07-2018
2812;820728144678;ZUZANNA;ROMANSKA;0;02-08-2016
2813;831107254358;NATALIIA;KOVALENKO;1;29-06-2017
2814;950325597180;IRENEUSZ;ANTAS;1;22-03-2018
2815;561113377132;ALEX;LACZYNSKI;1;10-02-2019
2816;541009580462;EUGENIUSZ;BOGACZ;1;15-05-2016
2817;520705578900;IRYNA;BRODOWSKA;1;12-03-2017
2818;911208232044;GERTRUDA;GRONEK;1;01-10-2017
2819;780503724866;KRYSTIAN;FLOREK;1;01-04-2016
2820;820620617153;JAROSLAW;STASZAK;0;02-03-2017
2821;810422741383;ELZBIETA;ROGINSKA;1;12-12-2016
2822;790701881838;ANASTASIIA;OLKIEWICZ;0;15-05-2016
2823;580527130156;GENOWEFA;ZATORSKA;1;14-07-2018
2824;960513298822;RADOSLAW;ROJ;0;31-12-2019
2825;560702061399;WLODZIMIERZ;JACKOWSKI;1;29-04-2018
2826;851210852656;KUBA;FLORCZAK;0;18-06-2017
2827;720603753765;FILIP;ZELAZKO;1;21-12-2018
2828;800916112901;MARTA;BYKOWSKA;0;16-12-2018
2829;580202843437;KSAWERY;BRANKA;1;05-02-2017
2830;701125000603;ILLIA;KOSMOWSKI;0;11-07-2017
2831;550728793286;STEFAN;ANDRZEJCZUK;0;13-09-2017
2832;690709886807;MARIANNA;KOPIJ;1;03-12-2017
2833;831122739899;KLAUDIA;CZERNIK;0;19-05-2019
2834;590218771495;VLADYSLAV;RUDNIK;1;16-06-2016
2835;500123764863;DIANA;BORUTA;0;27-08-2016
2836;880902658540;LILIANNA;MUSIALSKA;1;22-08-2018
2837;670219232876;DAVID;TALAREK;1;01-03-2017
2838;951229586843;STANISLAW;KRAVTSOV;1;28-01-2017
2839;800608417947;NATAN;ZAREMBA;1;01-05-2018
2840;960718391228;MARIIA;JANKOWICZ;0;20-10-2019
2841;701105382835;NAZAR;PIWOWAR;0;07-07-2019
2842;531016991541;DAVID;JABLECKI;1;16-04-2017
2843;931002570045;STANISLAW;FERET;1;15-09-2019
2844;930504173250;SABINA;KOCH;0;26-10-2019
2845;530807089151;MARIA;JAMROZIK;0;06-05-2019
2846;880428847904;SEBASTIAN;JAKUBIAK;0;17-02-2018
2847;580812760751;IRENA;KURAS;0;18-01-2018
2848;581211482866;PATRYK;OGRODOWCZYK;1;27-09-2018
2849;891101716828;BOGUSLAWA;ROJEWSKA;1;02-08-2016
2850;921202843091;POLA;PSZCZOLKOWSKA;0;29-11-2019
2851;650706493533;MARIA;SEREK;1;09-09-2018
2852;880717284792;STANISLAWA;SLEZAK;0;12-09-2019
2853;730411349730;LECH;DOLEGA;1;18-05-2018
2854;860313268945;IVAN;KOMOREK;0;12-07-2016
2855;860308058370;ALEXANDER;ZIEMIANSKI;1;09-04-2019
2856;630624183144;YEVHENII;DUDEK;0;28-03-2017
2857;700713697257;MIKOLAJ;IWANIUK;0;03-04-2019
2858;860714821883;DENYS;SMOLA;0;03-01-2016
2859;870613919911;JACEK;SOSIN;0;27-11-2017
2860;930728468952;CEZARY;RYCHERT;1;03-08-2017
2861;860217297191;HALINA;NIEBRZYDOWSKA;1;30-08-2017
2862;671012049196;STANISLAW;NIERADKA;1;01-10-2019
2863;590604572165;MATEUSZ;PYCH;1;15-01-2018
2864;660910763429;KATARZYNA;WITOS;0;14-04-2018
2865;931212350235;WIKTOR;LEMPICKI;0;12-11-2018
2866;741012856753;BLANKA;GROBELNA;1;01-10-2019
2867;591122700208;ELZBIETA;DEMSKA;0;20-03-2017
2868;620128052121;MALGORZATA;SOWA;0;18-07-2019
2869;840527414350;WITOLD;ADAMCZYK;1;02-08-2017
2870;800205709969;ALICJA;ZMUDZKA;0;26-05-2018
2871;841124462285;IVANNA;KUCHTA;0;03-08-2017
2872;510710075373;ALBERT;KUKUCZKA;1;10-12-2017
2873;750718110387;OLENA;GRZESKOWIAK;1;01-03-2017
2874;610624772501;MARIANA;YAROSHENKO;0;26-07-2019
2875;540925014758;SZCZEPAN;GRABEK;0;05-07-2016
2876;510312420130;DAMIAN;WAWRZYNCZAK;1;25-12-2018
2877;901229324759;IVAN;SZOSTEK;1;08-10-2017
2878;780623360540;JANUSZ;CHRUSZCZ;1;12-07-2016
2879;971230187601;PAULA;GORZKIEWICZ;1;07-11-2017
2880;630517351148;STANISLAV;STEPNOWSKI;0;03-05-2017
2881;551211321096;NORBERT;SZCZYPKA;1;14-08-2018
2882;901120808483;LIDIA;PIKULA;0;16-11-2019
2883;680204098500;NADIIA;BRYCH;1;08-07-2017
2884;810815979839;ARLETA;OSMANSKA;0;02-01-2019
2885;650211539025;IZABELA;KOKOSZA;1;15-05-2019
2886;780310925739;LIUBOV;WARZYNSKA;0;11-11-2016
2887;920703393724;BARTOSZ;SIWICKI;1;16-05-2019
2888;860103814310;ADAM;BISKUP;0;08-11-2018
2889;741130440514;NATALIA;JANDA;1;03-03-2018
2890;930525350883;IGA;TURKOWSKA;1;02-09-2019
2891;750912967635;MARIUSZ;MOLEDA;0;02-12-2016
2892;561210653209;LUCYNA;KOSIERADZKA;0;23-06-2019
2893;660613455825;JOZEF;FRANKIEWICZ;1;23-10-2016
2894;510522107663;POLINA;DUBAS;1;19-04-2018
2895;780523050879;MAGDA;KACZMAREK;1;08-02-2016
2896;750820934187;LEON;PIETRZYK;0;28-08-2017
2897;700922359495;JOANNA;KAWCZYNSKA;0;04-01-2018
2898;540925484823;KAZIMIERZ;DZIURA;1;22-11-2016
2899;661104230068;REGINA;ZAWALSKA;0;06-06-2017
2900;640405625719;MIROSLAWA;MENDYK;1;28-03-2017
2901;940505588339;RAFAL;PALUCKI;0;05-09-2017
2902;680830834113;BRONISLAW;GOSCINSKI;0;10-02-2018
2903;750317285482;SYLWESTER;SIEDLARZ;0;07-01-2018
2904;640922966644;ILLIA;GOLEBIOWSKI;0;13-01-2016
2905;770821111658;LILIANA;KADZIOLKA;0;13-11-2017
2906;850108582320;BLAZEJ;NADOLSKI;0;26-04-2019
2907;720417624910;DANIEL;BORYSIUK;0;25-07-2016
2908;660726815889;OLAF;RACKI;1;16-10-2017
2909;680610430156;ANDRZEJ;FILAR;1;29-08-2019
2910;701230949302;PAVLO;RYLKO;0;30-12-2019
2911;851228847036;NATALIA;JAZDZEWSKA;0;21-01-2019
2912;850717058522;LUCJAN;MROZINSKI;1;08-10-2016
2913;870802829124;MIECZYSLAWA;WIEJAK;1;18-02-2016
2914;631103704246;IWONA;SOBECKA;1;07-02-2018
2915;720622020379;LENA;NIEDZWIEDZKA;1;22-03-2016
2916;760429150876;MILOSZ;NAJDER;0;16-11-2019
2917;850405766158;WIKTOR;KULMA;1;16-05-2019
2918;661023633230;HELENA;GRYGIER;0;23-11-2018
2919;721223566464;KONRAD;CZERW;0;21-01-2016
2920;831011658004;DOMINIK;MICHALAK;1;24-03-2019
2921;530517027440;IRENEUSZ;SOBIESKI;1;03-01-2018
2922;541201035018;DZMITRY;CIUPINSKI;1;25-09-2019
2923;570915353260;KAJA;ZARCZYNSKA;1;25-10-2017
2924;570603863821;MAKSYMILIAN;PRZYBOROWSKI;0;19-09-2019
2925;540521687988;LILIIA;SMIECHOWSKA;1;27-10-2018
2926;790122041790;RAFAL;MARYNOWSKI;1;02-02-2018
2927;680414061119;MATYLDA;PORADA;0;19-09-2017
2928;680329217152;IVANNA;LESNIEWSKA;1;15-04-2017
2929;961009195933;MIECZYSLAWA;SIEMASZKO;0;11-03-2018
2930;631021059259;KAJA;TCHORZEWSKA;0;18-09-2018
2931;550616546405;IRENEUSZ;ANISZEWSKI;0;02-11-2018
2932;650307524272;POLINA;BIGOS;1;14-08-2016
2933;870708344535;PATRYK;DZIEGIEL;0;10-08-2017
2934;600205165016;WIKTOR;LANGOWSKI;0;19-06-2016
2935;751126407246;PAULA;KRAWCZAK;0;24-10-2018
2936;530225766871;TYMON;KLUZ;0;06-01-2016
2937;940405250846;STANISLAV;TELEGA;0;26-10-2018
2938;560102637815;SZCZEPAN;CHRUSCINSKI;0;28-07-2016
2939;930419200109;DANYLO;BUDKA;0;15-09-2016
2940;730406810616;JANUSZ;GROCHOLSKI;0;21-11-2019
2941;751119365302;CZESLAW;MORDARSKI;0;10-01-2016
2942;621020806293;VLADYSLAV;KOCUR;0;17-09-2017
2943;900313277248;OLIWIER;SZYMANKIEWICZ;0;08-09-2018
2944;860626135618;TAMARA;VASYLENKO;1;15-07-2016
2945;910513514079;BOHDAN;RYBSKI;0;02-11-2019
2946;540728997430;REMIGIUSZ;KORNIIENKO;1;16-02-2019
2947;570309675458;BOGDAN;CZERW;0;01-07-2017
2948;841111960879;JULIAN;WLODEK;0;01-06-2017
2949;650115960550;RYSZARD;LUBINSKI;1;01-07-2018
2950;890516159597;WIKTOR;CIURA;0;13-12-2019
2951;770810170639;WIESLAWA;BESKA;1;08-10-2018
2952;600102408816;RYSZARD;BANASZCZYK;1;18-01-2019
2953;590502382709;MIA;KUCZKOWSKA;1;07-02-2018
2954;611220469212;JOANNA;LUKASZYK;0;10-04-2018
2955;551026887476;NADIA;TYL;0;10-03-2017
2956;971216459242;SEWERYN;SZREDER;0;21-03-2019
2957;910107043281;ANATOLII;PODSIADLO;1;19-09-2016
2958;710611172973;ELZBIETA;BAJOREK;1;02-05-2019
2959;940628959536;ILONA;NADOLNA;1;22-12-2019
2960;850530121847;BOGUMIL;BANDYK;1;26-04-2017
2961;750705467444;MATEUSZ;ROMAN;1;24-06-2018
2962;850717194042;SONIA;KOPACZ;1;16-05-2017
2963;930310472701;YEVHENII;LORENZ;1;07-10-2018
2964;971222394962;WLODZIMIERZ;MATUSZCZAK;1;21-06-2019
2965;650228390873;PATRYK;PULAWSKI;1;13-04-2018
2966;740116194898;TETIANA;PLAZA;1;16-02-2016
2967;630828890689;KLAUDIA;JACHIMOWICZ;0;10-09-2016
2968;511210744806;ADAM;KOSIBA;1;22-02-2018
2969;680621120016;ZYGMUNT;SOLTYSIK;1;19-07-2019
2970;850601378268;PATRYCJA;LUBERA;0;27-09-2019
2971;500313786832;ERNEST;PYDA;0;20-06-2017
2972;600914212200;OLEH;ZIEMINSKI;0;09-03-2017
2973;581214805185;KAZIMIERA;LIU;0;07-02-2019
2974;520730209199;ZDZISLAW;SWIDEREK;0;21-11-2018
2975;530217300773;KINGA;SZUSZKIEWICZ;1;24-06-2016
2976;540708739686;SEWERYN;STARZYNSKI;1;24-09-2018
2977;721122531751;ROMUALD;SOBCZYNSKI;1;10-06-2018
2978;530919742857;NATALIIA;JESIONEK;1;09-05-2016
2979;831203435685;FILIP;LANGE;1;16-11-2018
2980;660801554692;LAURA;HABER;0;21-02-2018
2981;760416691034;IRENEUSZ;WADOLOWSKI;1;07-12-2019
2982;570612865185;YULIIA;CZAPIEWSKA;1;30-05-2019
2983;530729933011;ERYK;SURMA;1;27-03-2016
2984;580117229937;SZYMON;WINIECKI;1;05-02-2018
2985;870224455772;DENYS;KOC;1;11-09-2016
2986;950929261218;JAROSLAW;LABA;0;20-06-2017
2987;941105630533;OLEKSANDR;MIECZKOWSKI;1;18-09-2016
2988;680807361538;DENYS;GORNIK;0;01-08-2016
2989;510402568387;RUSLAN;MILLER;0;27-08-2017
2990;610825603432;LESZEK;LES;1;28-07-2019
2991;710804102772;ROKSANA;SOWKA;0;17-09-2019
2992;790603116820;TOBIASZ;SIDOROWICZ;1;09-02-2017
2993;861125345924;ADRIANA;KUNA;0;07-05-2016
2994;950105764431;PIOTR;URBAS;1;29-08-2016
2995;591112675654;ADRIANNA;GOLA;1;09-12-2017
2996;510130544072;RAFAL;JARCZYK;1;27-11-2017
2997;510319843816;JAROSLAW;WALCZEWSKI;0;02-02-2019
2998;781004362914;JOACHIM;ROGOZ;1;06-05-2016
2999;760217791429;KONRAD;ROSIEK;0;19-04-2017
3000;531016012922;TARAS;ZGIERSKI;1;24-03-2016
3001;890529234596;KAJA;ONYSHCHENKO;0;13-10-2018
3002;880402290994;FILIP;FRASZCZAK;0;30-01-2019
3003;671019564509;PATRYCJA;ANTOS;0;25-10-2017
3004;771219003891;POLA;KOSIEC;0;12-03-2017
3005;600205788928;STANISLAV;ZADLO;0;25-04-2016
3006;800420765699;SYLWESTER;BRZOZA;1;10-07-2019
3007;761012079799;ALLA;WASZCZUK;1;22-05-2018
3008;941125612927;BOLESLAW;MASLAK;0;14-01-2016
3009;660810456317;DMYTRO;PIROG;1;26-03-2016
3010;570617904780;FILIP;KURAS;0;23-04-2016
3011;970828220089;IVANNA;KWASNIAK;0;08-05-2018
3012;630509770174;BRUNO;KOTYNIA;0;15-07-2018
3013;810328683729;MARIANA;RUTKIEWICZ;0;17-09-2018
3014;581119081215;MATYLDA;OLEKSIAK;1;07-07-2016
3015;900103745997;KALINA;PALIGA;1;06-12-2017
3016;970519351365;NAZAR;PIECZKA;1;10-04-2016
3017;830709400518;GRACJAN;KALISZEWSKI;0;06-01-2018
3018;680208366737;JEDRZEJ;KORZEC;1;05-08-2019
3019;520123292666;TARAS;SIEKIERA;0;24-11-2017
3020;610611430430;WLODZIMIERZ;POPIEL;0;18-10-2017
3021;550625999444;JAN;POKORA;1;13-01-2018
3022;910916498923;PETRO;RYCHLIK;0;12-10-2018
3023;790811931323;MARK;POPKO;1;02-04-2018
3024;661006635362;BRUNO;CENTKOWSKI;1;10-11-2018
3025;610508527485;BOGUSLAW;SOBOL;1;09-09-2019
3026;630207161208;WANDA;RYCHLINSKA;0;24-12-2018
3027;550531336143;PIOTR;PIECHA;1;18-06-2019
3028;760711863925;CZESLAWA;FORMELA;1;19-06-2018
3029;851216435312;OLEKSANDR;GRACZYK;0;07-07-2016
3030;590628994794;YAROSLAV;SZMIGIELSKI;1;23-04-2019
3031;890327349505;JOANNA;JOZEFOWSKA;1;24-05-2019
3032;600119619709;TYMOTEUSZ;DMOCHOWSKI;1;21-07-2017
3033;580322406501;ADRIANA;NAJDEK;0;14-08-2017
3034;540815855510;MACIEJ;RUSZCZAK;0;29-09-2019
3035;701215938750;KINGA;CABALA;1;02-02-2019
3036;850714683131;SZCZEPAN;BEK;0;12-03-2017
3037;970401711902;ELIZA;FUDALI;1;19-04-2018
3038;700324984922;KAMILA;WENCEL;0;29-01-2016
3039;910102192287;OLIVIA;MASZKOWSKA;1;13-11-2019
3040;700725545975;ARTEM;ROSLON;1;13-09-2016
3041;910413993971;PAVLO;WALUS;1;30-03-2018
3042;850208148414;ALFRED;MIRECKI;0;29-08-2018
3043;750911869378;DOROTA;LAZOWSKA;0;01-06-2016
3044;630416542914;PETRO;CIESZYNSKI;0;10-08-2019
3045;841118195471;WLADYSLAW;MALOLEPSZY;0;14-09-2019
3046;680123587410;VIKTOR;RYSZ;1;27-04-2019
3047;970620658666;DARIA;GACEK;1;01-02-2017
3048;791208190917;TADEUSZ;MAJKA;0;20-06-2017
3049;780507999374;JERZY;WARZECHA;1;08-04-2017
3050;781211475810;LENA;SULINSKA;0;08-03-2019
3051;900113162409;MARIUSZ;RYDZYNSKI;1;13-01-2019
3052;570204466962;EDMUND;LABUDA;0;29-11-2017
3053;701227315134;ANDRZEJ;KOCH;1;22-02-2016
3054;921224974764;PATRYK;KUBICZEK;1;26-06-2018
3055;860201923010;MARZANNA;LISIEWICZ;1;09-06-2018
3056;880810944229;REGINA;GOMULKA;1;06-05-2018
3057;520918857257;NINA;KOPKA;1;16-07-2016
3058;890415891844;NIKODEM;NOSAL;1;05-08-2017
3059;921229290119;MIKOLAJ;MICHALCZUK;0;06-11-2019
3060;500113474432;JANINA;BIELINSKA;1;15-03-2017
3061;520520228566;JAROSLAW;BERA;1;08-03-2019
3062;911028312164;BARTOSZ;SKRZYPCZYK;1;30-01-2016
3063;730929918294;STANISLAW;ZYLINSKI;0;15-08-2018
3064;880623880660;KARINA;KAPICA;0;22-01-2017
3065;620207814937;MYKOLA;LYSENKO;0;31-05-2018
3066;620718178724;MARZENA;BAGINSKA;1;14-06-2017
3067;530803237744;NATAN;SZABLOWSKI;0;11-06-2017
3068;740408712167;MAGDALENA;MUCHOWSKA;0;07-02-2016
3069;930416063933;MIECZYSLAWA;MOTYKA;0;23-10-2019
3070;620317120684;SEBASTIAN;KANSKI;0;17-08-2019
3071;950603412810;LESLAW;SOWKA;1;20-05-2018
3072;910526914827;MIKOLAJ;GADOMSKI;0;26-02-2018
3073;700710375485;TOBIASZ;TOKARZ;1;08-08-2019
3074;941022361359;ALICJA;BEDNARCZUK;0;01-08-2016
3075;760707064695;NATALIA;CZERWIEC;0;19-01-2018
3076;851018355805;PATRYK;GIERSZEWSKI;0;30-08-2018
3077;620904437734;ARTEM;DROZDZYNSKI;1;07-10-2019
3078;740604594866;KAROLINA;WASOWICZ;0;17-01-2019
3079;581027287215;WLODZIMIERZ;SWIERAD;0;03-06-2016
3080;681207238915;PRZEMYSLAW;RESZKA;1;06-01-2017
3081;970815614483;EDYTA;STETSENKO;1;29-12-2016
3082;871002958931;MALGORZATA;MIGALA;1;13-12-2018
3083;671110820793;WACLAW;VOROBIOV;1;14-11-2018
3084;670117906212;NORBERT;POLOCZEK;1;29-10-2019
3085;750513515947;HALYNA;BRONOWICKA;1;24-06-2019
3086;850831119008;MALWINA;GIERS;1;19-03-2016
3087;700429875100;ERYK;BABII;0;02-08-2018
3088;941215766817;VIKTORIIA;KULETA;0;28-10-2016
3089;610425768499;SYLWESTER;DUDZIK;1;11-02-2016
3090;680522440735;IGNACY;PAWELEC;1;21-02-2018
3091;860312329316;MARIAN;KANIOWSKI;0;23-11-2018
3092;930823430171;ANDREI;SKULSKI;1;24-04-2017
3093;670602008410;JAROSLAW;GRALAK;1;29-12-2018
3094;741220262875;JULIAN;DOMACHOWSKI;1;28-05-2017
3095;850228950861;JANUSZ;JAROMIN;0;09-02-2017
3096;831016629318;CZESLAWA;PANCZYK;1;29-04-2019
3097;940904029636;JOZEF;CHRZASZCZ;1;05-08-2017
3098;910922661520;KAMIL;AVRAMENKO;1;26-04-2017
3099;571214568512;KATERYNA;BAREJA;1;31-08-2017
3100;910220798030;JULITA;PUCHACZ;1;08-03-2019
3101;690803477839;ANTONI;ZDUN;1;28-10-2016
3102;530327338491;MARYNA;KOTARSKA;0;25-11-2016
3103;640730928554;IGNACY;SHEVCHUK;1;08-04-2019
3104;630701674819;EMIL;GOLDA;1;26-11-2017
3105;900604539035;STANISLAV;ZACHARIASZ;0;12-01-2018
3106;641008305186;JOZEFA;TANSKA;0;02-02-2016
3107;570929615230;IGOR;WARZOCHA;1;17-04-2018
3108;890313707715;OLEH;KOSEWSKI;1;02-05-2016
3109;950301666162;SERHII;MYDLARZ;1;12-04-2016
3110;560818465142;WITOLD;PASIEKA;0;05-09-2016
3111;550304921003;ADRIAN;WIELGOSZ;1;05-04-2018
3112;540510352263;MARIKA;CWYNAR;0;03-12-2019
3113;960207062120;RENATA;WANIEK;0;29-01-2018
3114;680924243132;IRENEUSZ;RYS;1;27-12-2019
3115;590518182295;MARTA;STOPYRA;0;15-06-2018
3116;770704292988;DIANA;ZIEMKIEWICZ;0;23-06-2019
3117;890403589777;SOFIIA;MAZUR;0;23-05-2016
3118;600109179560;CEZARY;HANDZLIK;0;10-10-2018
3119;670824599570;SYLWESTER;STEFANIAK;0;20-02-2018
3120;850405550239;MIKOLAJ;MADEJA;1;28-02-2017
3121;790117027063;IGA;SZYMKOWSKA;0;18-02-2018
3122;600130289828;DZMITRY;PODBIELSKI;1;21-11-2018
3123;860427004077;KRYSTIAN;MERCHEL;1;05-08-2016
3124;620807119778;KORNEL;BRANDT;0;25-05-2019
3125;960723812600;BOZENNA;KOZIEJ;0;03-04-2018
3126;890505876024;ZENON;SWAT;0;04-10-2016
3127;620202506353;CZESLAWA;URBANOWSKA;1;09-09-2017
3128;661014970137;DARIUSZ;CZARNOWSKI;1;16-07-2019
3129;810203819226;ADRIANNA;DEPTA;1;11-05-2016
3130;650805517340;HALINA;WISZNIEWSKA;0;16-02-2019
3131;691008853629;NIKODEM;KAPALA;1;14-03-2019
3132;500811251545;BARTLOMIEJ;WOLOSZYN;0;23-12-2017
3133;780323046544;PAWEL;LUDWICZAK;0;02-02-2018
3134;680920311146;BOGDAN;LATO;0;13-06-2019
3135;600603230293;CZESLAWA;WOLAN;0;25-03-2017
3136;920710932847;SEWERYN;KOZAK;1;13-09-2019
3137;620215357670;KAMILA;KRAWCZYK;1;04-02-2018
3138;750527918376;WANDA;ANTAS;1;17-03-2019
3139;600915624455;STEFAN;JANUSZKO;0;17-09-2016
3140;860411882214;LIUBOV;KUCHER;0;14-01-2019
3141;500905059000;ANGELIKA;KOZERSKA;1;29-05-2016
3142;540530761350;DIANA;DOMAGALSKA;1;23-04-2016
3143;620624919659;DAVID;MAROSZEK;0;15-09-2017
3144;530716939883;WIKTORIA;KRYSA;0;16-03-2018
3145;870818785012;POLA;URBANCZYK;1;30-09-2018
3146;731113788512;LILIANA;KOSCIELSKA;1;07-05-2017
3147;620316164228;WIKTOR;GALUS;0;17-11-2018
3148;891113529082;BOGUSLAW;KICINSKI;0;11-09-2017
3149;811110712829;ANDRZEJ;MALEWSKI;0;27-01-2016
3150;720909272801;OLAF;GOLAB;0;21-04-2019
3151;620819247700;YELYZAVETA;GAJOWNIK;0;10-04-2019
3152;650504177305;DENYS;PAZIEWSKI;0;06-12-2018
3153;501217566749;DARIUSZ;DZIEWA;0;20-08-2017
