Id;Imię;Nazwisko;Data Urodzenia;Data Rejestracji;Pesel
4488;MARIIA;RAJEWSKA;30-04-1973;17-03-2016;454030319909
4489;LESZEK;SZCZEPANIUK;05-11-1956;25-05-2016;458052336310
4490;PAULINA;BUGAJ;11-09-1998;14-08-2017;494053025463
4491;INNA;REDA;01-09-1991;15-05-2017;402041421099
4492;NIKOLA;RACZKA;30-12-1981;15-05-2017;394112763514
4493;KATERYNA;STANECKA;23-03-1987;26-01-2017;358012570719
4494;EWA;ZOLTEK;19-11-2000;18-05-2018;895052167185
4495;DAGMARA;SOLTYSIAK;04-01-1957;17-05-2019;450040177767
4496;MARIANA;KRYCH;15-04-1976;18-11-2018;553061691757
4497;LUCJAN;GOZDZIK;26-02-1960;15-12-2017;299011621422
4498;ADAM;IVASHCHENKO;17-06-1993;04-01-2016;786081974049
4499;TETIANA;BAJER;17-09-1988;16-10-2016;953040799806
4500;ALFRED;PAUL;04-10-1976;18-02-2016;654101768117
4501;JANINA;DUCH;25-09-1961;09-12-2019;451051923532
4502;JOZEFA;PASLAWSKA;19-05-1970;11-11-2017;975051812654
4503;SYLWESTER;WYRZYKOWSKI;18-06-1980;28-08-2018;165091618481
4504;JAGODA;BUDNER;06-01-1998;10-02-2016;398040619782
4505;DAWID;KONDRAT;08-07-1985;27-12-2018;155122965893
4506;ZENON;BULAK;23-03-1992;15-02-2018;352050255081
4507;HALYNA;KONDRATENKO;07-08-1966;13-02-2018;267041715136
4508;BARBARA;JANIAK;16-01-1974;06-10-2019;187010107115
4509;IGNACY;KOPANIA;14-04-1994;26-07-2018;500101973085
4510;OSKAR;JAGIELSKI;04-11-1979;07-06-2019;659040692270
4511;WLADYSLAWA;KLIMCZAK;14-07-1995;21-01-2017;255012144094
4512;LIUDMYLA;GAJKOWSKA;24-08-1985;28-12-2019;450042516316
4513;AMELIA;KNOP;22-02-1990;03-09-2019;176101461023
4514;IZABELA;SIEWIERSKA;22-08-1997;21-06-2019;195111541078
4515;LILIANA;DURAK;09-06-1997;20-02-2017;497030680436
4516;JANUSZ;PARZYSZEK;23-09-1972;18-08-2016;369052650614
4517;KLAUDIA;GALUSZKA;16-07-1994;16-03-2016;395102113572
4518;MILENA;BYRSKA;18-09-1987;07-02-2019;392072702774
4519;IZABELA;BOGUS;27-06-1983;30-10-2016;998082711917
4520;JAGODA;BOIKO;13-01-1980;29-05-2016;580020201141
4521;KRYSTIAN;MATUSZCZYK;14-07-1977;18-02-2018;990020718857
4522;RENATA;MACIEJAK;26-09-2000;02-03-2017;992121391157
4523;DIANA;BILOUS;20-02-1953;26-12-2016;553012668909
4524;ADRIAN;HETMAN;23-07-1966;11-02-2016;290081859135
4525;STANISLAW;PAPIEZ;22-01-1963;26-10-2016;276011331681
4526;EMILIA;SZYNKIEWICZ;28-07-1994;09-10-2016;491080597240
4527;PIOTR;KAPERA;16-05-1980;26-01-2018;971113057662
4528;BOGUMIL;LUDWIG;08-12-1979;13-07-2019;498080938834
4529;ANGELIKA;BALEWSKA;13-06-1969;30-10-2019;979070633502
4530;KAROL;SOKALSKI;29-07-1997;07-06-2017;593042894205
4531;ARLETA;KALICKA;20-02-1959;01-09-2017;171102844726
4532;RAFAL;GRZESIAK;01-04-1962;04-07-2017;760123083811
4533;BOZENNA;ZEMLA;06-08-1993;02-04-2017;563120255151
4534;YELYZAVETA;SKRZYPCZYK;28-06-1959;04-07-2017;588060437695
4535;MARIUSZ;BRODZINSKI;05-03-1989;03-10-2016;877073192963
4536;HENRYKA;GROTH;06-07-1978;28-03-2018;985011430364
4537;DOMINIKA;LESKIEWICZ;17-08-1983;22-01-2018;197082420702
4538;ALICJA;GRUDZINSKA;19-11-2000;11-12-2018;364051718472
4539;ERYK;ADAMIEC;28-09-1996;27-07-2018;565011639014
4540;DAMIAN;WOJTAN;09-02-1995;17-08-2016;853120275777
4541;ZOFIA;BAJDA;24-02-1989;09-10-2019;400070910691
4542;MARIIA;BALCEROWSKA;20-07-1961;05-06-2016;694071238694
4543;DANUTA;SOBOTA;01-04-1973;07-04-2016;166091724804
4544;JOANNA;SULIGA;23-07-1971;07-07-2018;664081677257
4545;JACEK;HOJKA;30-03-1959;08-06-2018;501060851372
4546;LESZEK;CZARNOCKI;10-06-1975;01-04-2019;367032714824
4547;DOMINIK;JANUSZKO;31-03-2000;06-12-2017;765071265329
4548;JACEK;TYLEK;28-04-1985;05-01-2018;885082162972
4549;NELA;MAZURKIEWICZ;20-07-1969;07-04-2017;397040545428
4550;JOZEFA;PIKULA;15-07-1994;06-02-2018;882041488480
4551;TADEUSZ;NOVIKOV;24-01-1953;21-09-2018;579041115647
4552;KONRAD;ZOLADEK;14-06-1985;05-11-2018;859012835397
4553;ROZALIA;JANUS;01-08-1996;16-07-2017;676071084567
4554;ANTONINA;BARTOSIAK;19-11-1988;04-01-2019;697110235438
4555;FRANCISZEK;KUCHERENKO;27-11-2002;04-03-2016;593092880458
4556;YAROSLAV;PASZKO;04-11-1952;21-11-2019;494121855454
4557;PAULA;SCIBIOR;22-07-1984;26-03-2019;275072368085
4558;HALYNA;PIETRON;08-05-1968;18-06-2017;792072297097
4559;ALBERT;KOLESNYK;20-11-1991;12-06-2019;858102055848
4560;ELZBIETA;STERNIK;22-06-1950;17-06-2016;272080213087
4561;TYMOTEUSZ;CHAMERA;28-06-1995;10-09-2017;855121459597
4562;HENRYKA;GRABOWSKA;27-06-1990;10-04-2018;674042591685
4563;ANITA;CHELMINIAK;25-12-1983;01-11-2019;576110723309
4564;ELIZA;OCHNIK;15-04-1995;08-01-2017;856092471361
4565;LILIANNA;KOSCIELNY;05-04-1976;01-08-2019;865052575186
4566;TYMON;MAKA;13-06-1990;26-02-2017;388102545615
4567;JADWIGA;SOKOLOVSKA;17-12-2001;16-01-2019;866110645460
4568;LEOKADIA;GLOWALA;30-09-1953;07-04-2018;394090773962
4569;GRACJAN;KROLICKI;23-12-1973;09-10-2017;667012600937
4570;ALEX;JEZEWSKI;01-05-1990;10-11-2016;578111200543
4571;MILENA;PONOMAROVA;26-01-1976;11-07-2017;168092035428
4572;JAROSLAW;PIELAK;24-04-1995;01-04-2016;650011207257
4573;MICHALINA;SALWA;28-01-1978;02-04-2018;555091649376
4574;LENA;JAMIOLKOWSKA;12-01-1966;30-10-2018;994100210218
4575;RYSZARD;MILEWSKI;08-08-1968;02-01-2019;586112110950
4576;SLAWOMIR;BANKOWSKI;17-12-1957;12-01-2019;784101469469
4577;WIESLAWA;KAZMIERCZYK;21-04-1996;02-03-2017;868120798837
4578;KONRAD;PIATKIEWICZ;02-05-1990;18-03-2018;364053100353
4579;MARIANA;WASZKIEWICZ;02-07-1985;23-05-2016;953121932604
4580;HANNA;BESKA;24-08-1993;27-02-2019;294011814250
4581;WIOLETA;STEFANIAK;16-04-1981;14-07-2019;655083174588
4582;ANETA;ZLOBINSKA;23-12-1989;08-04-2017;391031706100
4583;ALDONA;CIEPIELA;08-03-1972;31-05-2019;358032875799
4584;JERZY;GAD;23-09-1984;14-02-2016;887051588237
4585;PATRYCJA;KULIK;08-03-1960;18-08-2019;854091125993
4586;ANDRZEJ;WOJS;02-03-1951;25-12-2018;993111020820
4587;JULIA;LUDWICZAK;22-06-1993;04-10-2016;988092757356
4588;LARYSA;CZOGALA;13-05-1993;07-01-2017;778092972682
4589;HALYNA;MYDLARZ;05-06-1958;15-08-2019;794061476679
4590;HALYNA;PIECHOWICZ;26-08-1953;22-01-2017;491052569461
4591;KAZIMIERA;PALAMARCHUK;13-06-1984;04-06-2016;460092923238
4592;KAJETAN;KOCZOROWSKI;26-09-1985;02-09-2019;899053153060
4593;STANISLAW;MALARZ;04-09-1975;01-02-2018;895110731159
4594;YANA;DEPCZYNSKA;18-07-1973;26-05-2017;778081630355
4595;BRYGIDA;VOITOVYCH;24-04-1999;27-05-2016;564042561959
4596;NATALIIA;BUSKO;07-07-1975;23-04-2017;385070728979
4597;ZENON;ROSOLOWSKI;01-10-1957;05-11-2018;501062879788
4598;OLEH;PUCEK;15-04-1975;13-07-2018;889081743199
4599;KORNEL;OLEKSIEWICZ;05-09-1978;26-08-2019;271072205444
4600;BOGDAN;SOKAL;17-02-1962;07-01-2018;360101666718
4601;DANUTA;MODLINSKA;11-03-1991;28-02-2018;467061220674
4602;RADOSLAW;JACHOWICZ;06-09-1958;10-06-2016;592061887064
4603;WIKTORIA;KISZCZAK;12-09-1951;31-01-2018;256090611925
4604;DENYS;WRONKOWSKI;14-04-1977;30-10-2018;867111665345
4605;LENA;BECZEK;08-06-1964;13-02-2016;278051104425
4606;WLADYSLAW;REBISZ;19-07-1981;14-12-2016;194091997388
4607;KAROL;GANCARCZYK;15-06-1973;14-12-2016;873011266944
4608;EMILIA;BOJARSKA;24-05-1986;19-06-2016;956091849985
4609;WOJCIECH;STRZEPEK;03-06-1985;25-10-2017;590080844503
4610;EDYTA;SOLARSKA;26-09-1997;20-11-2016;892031130177
4611;ADRIANA;PIETA;29-07-1961;01-08-2018;871091790897
4612;LEON;ARENDT;24-11-1979;13-04-2019;864012764465
4613;ARKADIUSZ;SZEWCZAK;21-03-1988;05-08-2019;199081108790
4614;VALERII;TYMINSKI;05-03-1972;21-06-2018;762091635505
4615;TOBIASZ;KLIMA;23-02-1978;09-10-2018;350051985997
4616;MARIA;SLONSKA;25-06-1954;09-05-2017;898120370039
4617;MARIANNA;LUKASZYK;03-11-1954;21-06-2016;891031817081
4618;ROZALIA;IDZIK;09-01-1985;10-02-2018;255121414982
4619;MARTA;BOLOZ;23-07-2000;18-04-2019;591081601416
4620;BRONISLAW;MODZELEWSKI;30-08-1994;31-07-2016;492061187522
4621;YAROSLAV;GAWLAS;09-01-1999;23-04-2017;889063028022
4622;ARLETA;POZNIAK;31-10-1974;27-03-2018;364082777048
4623;CECYLIA;LISEK;28-02-1961;29-10-2018;779032727343
4624;KLAUDIA;NOWEK;18-08-1980;13-08-2017;761111093236
4625;KORNELIA;PASZKOWSKA;09-03-1997;26-05-2019;702053193293
4626;LIDIA;STANIEWSKA;23-05-1990;29-09-2017;873050274858
4627;RAFAL;BRACH;04-09-1995;05-10-2016;575120821473
4628;ELZBIETA;KUBISZ;20-04-1988;23-01-2018;758041545934
4629;LIDIA;PALAC;22-02-1982;15-05-2016;865072469766
4630;MARIKA;KULESZA;12-09-1952;11-05-2017;467050582378
4631;MARYNA;LACHOWICZ;27-01-1989;18-06-2017;856080753500
4632;DARIUSZ;KIEPURA;16-12-1998;29-05-2018;163080813334
4633;ERNEST;MORAWSKI;16-08-2002;26-12-2019;191112463772
4634;MARIANA;BURAKOWSKA;11-04-1973;28-02-2016;490121060990
4635;SOFIIA;PRZYBYLEK;02-08-1969;12-06-2019;550081654069
4636;KAMILA;BUDNY;04-03-1980;31-05-2018;571042351855
4637;WERONIKA;KASPERKIEWICZ;23-09-1978;08-08-2018;586062927451
4638;ALICJA;SMOLAK;28-02-1997;20-03-2018;394032695970
4639;OLHA;LINKIEWICZ;01-01-1973;04-09-2018;872042048568
4640;IVANNA;GLAB;30-12-1987;01-01-2017;595071314274
4641;HONORATA;STASINSKA;14-10-1957;26-09-2017;697111137380
4642;MAGDALENA;WRONSKA;22-01-1960;19-02-2017;187110619877
4643;MARIOLA;BIL;01-01-1957;06-11-2018;756013072644
4644;HUBERT;DOMANSKI;30-09-1997;22-04-2017;877080714642
4645;HONORATA;FIJOLEK;21-10-1962;23-06-2017;594091577369
4646;SZYMON;GRESZTA;27-09-1966;30-05-2018;854082880425
4647;AURELIA;WEISS;22-08-1954;25-05-2018;966010734377
4648;NATALIIA;OMELCHENKO;02-07-1958;29-05-2019;687112612781
4649;FRANCISZEK;OLSZAK;31-10-1971;20-04-2016;380061507531
4650;RYSZARD;WIETECHA;17-09-1967;29-10-2018;877020975827
4651;LAURA;SMOLA;19-02-1983;20-08-2019;152052496233
4652;SZCZEPAN;LABEDZ;27-08-1993;13-02-2019;781113000908
4653;RENATA;WANTUCH;02-03-1953;26-09-2018;899110379648
4654;MICHALINA;BARANSKA;08-01-1999;28-11-2017;298072020089
4655;STEFAN;CIEZKI;02-04-1973;10-03-2019;672120527093
4656;MARCELINA;ZMYSLONA;02-01-1965;01-06-2019;778012855229
4657;KATERYNA;MOTYKA;28-09-2001;20-03-2018;257072201994
4658;ANITA;TROJANOWSKA;25-09-1951;06-10-2018;483030769750
4659;DANUTA;GAJOWNIK;07-07-1999;23-10-2018;581053017664
4660;BLANKA;DUSZAK;15-08-1991;25-09-2016;898062725389
4661;OLEH;DABSKI;26-05-1961;20-03-2018;284062993871
4662;GERTRUDA;KONARZEWSKA;16-11-1970;12-03-2019;556112976529
4663;BOGUMIL;WIJAS;25-08-1992;27-09-2019;955012931373
4664;TOMASZ;POTRYKUS;20-03-1974;13-04-2016;653110351698
4665;MALGORZATA;RZASA;20-04-1971;25-01-2019;902062152772
4666;VICTORIA;DOLINSKA;25-05-1976;25-03-2017;897112912959
4667;CECYLIA;PERKA;16-12-1993;02-08-2017;697100239090
4668;PATRYK;BOBOWSKI;08-01-1951;04-03-2017;981052798959
4669;CZESLAWA;KOCH;16-12-1975;25-08-2018;491122279766
4670;DANYLO;KORYCINSKI;22-08-1961;13-03-2019;963070400177
4671;YANA;CHWALEK;21-02-1976;21-09-2019;887032108782
4672;NATAN;NIECKARZ;10-04-1973;03-02-2018;155031805824
4673;WANDA;KOSTYK;26-01-1964;14-05-2016;997051793371
4674;MAREK;KARWOWSKI;19-11-1992;18-01-2016;979082506162
4675;ELZBIETA;CWIK;18-01-1998;07-02-2016;387120877337
4676;MARLENA;JESSA;14-10-1997;04-10-2019;561062430557
4677;LUCJA;ZIARKOWSKA;25-01-1981;05-12-2017;268012244243
4678;BARBARA;WOJTANOWSKA;25-10-1992;16-02-2019;382010639084
4679;VIOLETTA;KOCON;26-06-2001;01-07-2019;700042447896
4680;WIOLETA;WEJMAN;20-02-1989;20-11-2017;376030712335
4681;MALGORZATA;STANSKA;10-12-1981;12-12-2019;978021915481
4682;ADRIANA;KRUPA;27-02-1950;02-03-2016;965012123051
4683;CZESLAW;KUCHAREK;09-02-1975;01-03-2019;476060795565
4684;KALINA;IWASZKO;10-11-1958;24-05-2016;371061311915
4685;CECYLIA;MODZELEWSKA;26-12-1993;28-06-2018;563040720527
4686;LESZEK;KRYSIAK;29-11-1995;18-06-2018;982050206944
4687;PAULINA;KALARUS;03-03-1985;14-01-2018;897051156388
4688;MARTA;CENTKOWSKA;25-10-1964;30-03-2016;364053143402
4689;LILIANNA;WOLSZCZAK;16-03-1987;21-07-2018;181080527779
4690;JANINA;HADAM;25-12-1975;27-01-2016;387080889234
4691;BARTLOMIEJ;KAMINSKI;01-03-1984;01-01-2019;150082076146
4692;VIKTOR;WLODARCZYK;21-08-1979;09-08-2019;356091682519
4693;LECH;SKUTNIK;20-06-1970;20-12-2018;360020228434
4694;ALEX;ZIEMBICKI;11-07-1954;19-07-2016;298122803401
4695;DZMITRY;ANDRZEJCZYK;20-02-1994;31-10-2016;355102149882
4696;LESZEK;DENISIUK;15-09-1956;12-11-2018;301010466936
4697;BOZENA;KLICH;21-04-1952;26-05-2018;496040565927
4698;PATRYK;DALEK;04-06-1953;28-09-2019;701070341686
4699;PAWEL;SEKULSKI;16-05-1961;26-01-2017;890102460776
4700;VICTORIA;ZYSK;26-11-1984;19-02-2019;253092705808
4701;URSZULA;KOSIK;17-07-1976;17-03-2016;701090835586
4702;GENOWEFA;BRANDYS;19-07-1979;13-03-2017;898080215674
4703;DOMINIKA;RADECKA;09-08-1967;19-09-2017;898061499941
4704;ELWIRA;LUKOWSKA;05-03-2000;28-10-2018;997033036694
4705;MARZENA;WIELICZKO;24-11-1980;13-05-2016;197061245721
4706;KORNELIA;BALCERAK;03-10-1956;04-11-2019;376092820388
4707;JERZY;SIENIAWSKI;09-06-1979;31-12-2016;457092893478
4708;URSZULA;FRYDRYCH;05-07-1951;14-11-2018;480051687606
4709;BARBARA;STEIN;10-10-2000;21-11-2019;594012806899
4710;ALONA;LATA;18-01-1996;25-03-2016;798022863759
4711;ALICJA;WYDRZYNSKA;14-07-2001;24-09-2016;688111117844
4712;ZENON;PIECZYNSKI;27-09-1950;11-05-2019;877040730667
4713;ALEKSANDRA;ZAJACZKOWSKA;05-07-1953;28-11-2018;392111335399
4714;ANDZELIKA;POZNANSKA;26-07-1992;28-03-2017;288111968216
4715;RADOSLAW;BARTKOWIAK;08-07-1964;09-03-2017;771120821969
4716;AURELIA;POPRAWA;18-02-1958;20-07-2017;601042871161
4717;KACPER;PRUSINOWSKI;21-09-1986;01-09-2018;899100274791
4718;MARIOLA;RUSINEK;09-08-1982;19-10-2017;179121912410
4719;WOJCIECH;NOGALSKI;20-05-1963;17-02-2017;985060546906
4720;MARIA;NOGALSKA;23-12-1990;16-03-2017;771110291130
4721;ROKSANA;ZAGAJEWSKA;03-01-1950;29-08-2017;970071431338
4722;MATYLDA;MUCKA;07-09-1967;28-05-2018;986071305282
4723;ANITA;JANKOWICZ;24-09-1965;06-04-2017;267030863466
4724;ADRIANA;ANDERS;08-01-1992;27-08-2019;983051355651
4725;PAVLO;WACLAWCZYK;28-05-1972;02-08-2019;455022566980
4726;ANITA;SZTABA;17-05-1986;22-04-2017;457120493153
4727;LAURA;CEGLARZ;03-08-1959;10-07-2019;874071335071
4728;RYSZARD;BRANKA;08-05-1962;07-07-2017;181061216619
4729;ILONA;KARWACKA;27-04-1979;19-04-2018;452052281689
4730;BOGUSLAWA;SACHA;06-07-1956;15-08-2019;181042795133
4731;SERHII;KIJAK;17-06-1966;15-01-2019;569031512215
4732;KORNELIA;OKON;12-02-1960;07-03-2016;976080619074
4733;ZOFIA;MYTYCH;02-01-1991;18-01-2017;455011206592
4734;ANDRZEJ;OLEJNICZAK;28-07-1954;28-02-2018;568061609316
4735;BRUNO;MILANOWSKI;21-12-1961;01-01-2018;181073160750
4736;JOACHIM;JELINSKI;07-11-1966;05-08-2019;488050686003
4737;JOLANTA;YAROSHENKO;07-05-1957;22-09-2016;672050783635
4738;ELIZA;FABIAN;06-06-1969;21-09-2016;968091318799
4739;WALDEMAR;FLOREK;26-08-2001;31-07-2018;599112512781
4740;MAKSYM;SOKOLOV;06-04-1960;03-12-2018;967040911079
4741;SEWERYN;PELKA;31-10-1991;21-04-2017;688022522323
4742;MALWINA;JADCZAK;06-03-1951;29-09-2018;856052385028
4743;DAGMARA;JANUSZKO;26-08-1981;15-07-2016;456011164303
4744;PAULA;HYJEK;16-02-1951;01-10-2018;281102357757
4745;KALINA;GLOS;26-12-1988;13-04-2018;378100570993
4746;SARA;MEZYNSKA;16-06-1951;26-02-2019;475042993849
4747;POLINA;SZYMKOWSKA;01-01-1978;24-06-2016;355041897251
4748;HONORATA;PIETRAK;10-05-1966;21-08-2018;795060150707
4749;ARLETA;KARGUL;09-02-1962;08-12-2016;383021316550
4750;MIKOLAJ;SZKARADEK;20-03-1980;29-06-2018;452030126609
4751;WIOLETA;BARCZ;20-05-1992;03-04-2016;174072046847
4752;KONRAD;KORBEL;08-02-1993;23-09-2018;494061494474
4753;OLIVIA;PASTWA;15-12-1954;07-11-2018;700042246801
4754;KSAWERY;SINKIEWICZ;21-03-1999;05-02-2018;185011383592
4755;BOGDAN;BEDNARCZUK;26-12-1962;05-09-2017;457100632774
4756;CELINA;LIGOCKA;12-07-1993;14-09-2016;257030197496
4757;WACLAW;SZCZYPKA;25-03-1970;09-08-2018;885112414628
4758;YAROSLAV;LACZYNSKI;19-11-1997;25-07-2016;974071281753
4759;STEFANIA;BONDAR;11-08-1992;20-04-2019;201041963083
4760;ZANETA;MALYSZKO;12-10-1980;26-05-2018;858100918845
4761;PAWEL;GRABARZ;09-02-1987;09-04-2018;650090884447
4762;MICHALINA;PIASTA;09-02-1976;10-02-2017;553061098780
4763;YULIIA;PODSIADLO;26-05-1980;16-10-2017;494091211724
4764;MARLENA;KONOPINSKA;27-11-1992;30-04-2016;380072671974
4765;LUCJAN;PONOMARENKO;26-09-1992;01-01-2018;783103190897
4766;ARLETA;BLADEK;03-03-1990;29-11-2016;299050802986
4767;OLGA;CHELMINIAK;14-03-1965;03-07-2018;967090709965
4768;KRYSTYNA;TOMASZEWICZ;05-06-1955;07-02-2016;171093066532
4769;OLIVIER;HOLUB;20-07-1972;02-12-2018;258012335752
4770;WIKTORIA;OSTOJSKA;29-06-1968;29-01-2019;589032724147
4771;ZUZANNA;GUBERNAT;13-07-1996;03-06-2019;988010486098
4772;REMIGIUSZ;WOJCIAK;23-09-1990;17-05-2017;889122269618
4773;EDYTA;KOZLOVSKA;17-07-1966;21-04-2016;686121538882
4774;KAZIMIERA;SIEMIENIUK;29-03-2001;14-10-2016;397060313474
4775;TARAS;GRONEK;09-01-1957;15-12-2017;780082818419
4776;MARIANNA;MANDZIUK;24-09-1968;09-11-2017;996042493158
4777;YAROSLAV;KRASUSKI;27-06-1965;27-09-2016;553110347171
4778;HALINA;SZMIGIEL;13-05-1988;03-07-2019;776070154868
4779;REMIGIUSZ;GLOWACKI;21-05-1990;18-01-2018;586043026040
4780;TADEUSZ;SKIBNIEWSKI;17-02-1975;09-12-2019;496051554509
4781;KONRAD;CZACHOROWSKI;12-03-1960;20-09-2018;162121775700
4782;AGNIESZKA;OSIAK;16-07-1978;03-07-2019;978031730061
4783;BOZENA;MIETKIEWICZ;03-03-1967;28-02-2018;153012964816
4784;KLARA;CIESLAR;09-02-2000;20-03-2016;763070105718
4785;VLADYSLAV;KARBOWNICZEK;28-01-1967;08-04-2018;666032707765
4786;AMELIA;NIKOLAIENKO;03-12-1970;05-03-2016;556040669909
4787;YANA;PRZYBYCIEN;24-10-1961;13-09-2018;762010480070
4788;MILOSZ;LESNIEWICZ;23-08-1977;25-03-2019;481122471044
4789;GABRIELA;BUDNIK;10-02-1960;16-04-2018;656062294196
4790;MIKOLAJ;KUZNIK;18-02-2000;30-08-2019;977011852659
4791;NIKOLA;NIEMCZYK;17-08-1956;15-07-2018;299053129278
4792;LIDIA;HOLOWNIA;01-02-1972;08-10-2016;372022991040
4793;MIECZYSLAW;ZYWICKI;02-08-1959;24-12-2017;391081894580
4794;RADOSLAW;RACHWAL;16-01-1991;16-07-2018;260121130548
4795;AGNIESZKA;VOLOSHYN;08-03-1968;25-07-2018;651010188717
4796;BARBARA;PETROVA;20-02-1985;17-04-2018;767110829411
4797;STEFAN;BACHANEK;25-02-1963;08-01-2018;480022590348
4798;VIOLETTA;MIERNIK;30-10-1967;17-01-2019;869121343094
4799;ROMUALD;GALUSZKA;21-09-1996;01-10-2018;457010465093
4800;BOLESLAW;TOKARSKI;04-06-1954;29-07-2016;373081883190
4801;IZABELA;DEMBOWSKA;28-06-1994;30-09-2019;490051041242
4802;SLAWOMIR;ZABIELSKI;04-11-1998;09-05-2017;353012240049
4803;BLAZEJ;WIACEK;14-10-1995;10-05-2016;399041029256
4804;BOHDAN;HOFFMANN;16-06-1974;18-11-2017;875061658918
4805;YULIIA;DYMKOWSKA;16-07-1996;22-04-2017;876101217619
4806;DAVID;KOPANIA;18-09-1981;16-08-2017;154111269004
4807;FRANCISZEK;CZECHOWICZ;24-11-1997;05-05-2018;598122577959
4808;TAMARA;KAZMIERCZAK;15-06-1967;19-01-2018;678051090111
4809;HENRYKA;MYSLIWIEC;02-02-1959;13-11-2016;867082871545
4810;ANIELA;OSADNIK;24-01-1958;01-01-2020;473091081349
4811;OLIVIA;GODLEWSKA;09-05-1968;19-03-2016;973101343935
4812;ANDZELIKA;BOREK;02-06-2002;08-08-2017;469072628338
4813;LUCJA;SWIECA;19-09-1991;28-08-2018;571010812822
4814;DIANA;DZWONKOWSKA;22-01-1995;05-05-2017;184041401463
4815;IWONA;SADLOWSKA;15-06-1998;21-09-2019;957072310310
4816;JOZEFA;BIESIADA;03-07-1999;22-02-2018;255071242334
4817;ALFRED;SMYK;02-09-1971;02-08-2017;174091952028
4818;ZUZANNA;ROZWADOWSKA;29-08-1955;13-10-2018;850091118963
4819;PATRYCJA;KALINA;15-04-1965;06-09-2019;265041759680
4820;LECH;SZYPULSKI;15-08-1993;31-01-2018;472111444308
4821;OLAF;BLAWAT;21-01-1975;26-10-2018;166030429865
4822;HONORATA;KLIMA;06-01-1988;29-08-2019;357032141622
4823;KAZIMIERA;SKROK;29-06-2002;08-12-2018;469072838024
4824;STEFAN;PANCZAK;10-05-1994;14-10-2017;955051661241
4825;ZANETA;SIWIAK;06-06-1984;26-11-2017;487011383329
4826;NATALIA;DOMAGALA;28-07-1972;10-04-2019;852042031510
4827;ZENON;MAKSYMOWICZ;30-06-1972;02-04-2019;784032490580
4828;EWELINA;OBRZUT;10-11-1977;09-04-2018;758103094942
4829;BOZENNA;WOJTON;09-12-1973;15-01-2019;350013103434
4830;DANUTA;SABAT;19-03-1950;11-09-2016;564121855920
4831;JOLANTA;ZAKRZEWSKA;12-10-1993;12-12-2019;999080358463
4832;TETIANA;SZOT;29-01-1992;21-10-2019;550083084131
4833;JOANNA;DZIEGIEL;04-10-1997;14-10-2016;173100329880
4834;GRAZYNA;WARMINSKA;29-03-1980;08-11-2019;895093010817
4835;KHRYSTYNA;WINIARCZYK;01-06-1998;04-09-2018;853051451678
4836;ZENON;MUSIAL;14-12-1955;24-07-2017;353010831120
4837;HANNA;BUGLA;21-08-1965;18-12-2018;553061307706
4838;NADIA;BOROWIECKA;28-06-1984;02-02-2019;375080765668
4839;ZUZANNA;MAJKOWSKA;28-12-1960;30-12-2017;657051765749
4840;WIESLAW;SZCZYPINSKI;09-07-1990;03-10-2016;567041430779
4841;OLAF;POPIS;12-10-1980;29-05-2016;259120334862
4842;JULITA;RYLKO;06-09-1979;03-09-2019;890011051401
4843;ERNEST;PIELA;28-03-1986;13-05-2018;853110150550
4844;SVITLANA;JASIK;28-11-1968;29-04-2019;182101024946
4845;RENATA;SMOLIK;26-03-1975;23-01-2019;152102404464
4846;MAJA;PERZYNSKA;04-02-1953;01-02-2018;679072020489
4847;EUGENIUSZ;KREFTA;24-11-1965;04-09-2019;792021081036
4848;JERZY;MARCZUK;10-04-1960;22-08-2018;995061165546
4849;ELZBIETA;GORAL;28-05-1973;20-01-2016;782021734557
4850;ZENON;KOPYCINSKI;15-01-1957;26-10-2019;467011570797
4851;ALEX;BORUCKI;31-01-1977;18-12-2019;356092779982
4852;MIA;JANUSZEK;01-02-1988;04-12-2016;570062455761
4853;BARTLOMIEJ;CZAPLINSKI;03-07-1978;11-05-2019;888011558785
4854;VALERIIA;ROKICKA;02-09-1995;23-07-2016;256112263689
4855;JACEK;MARCINIUK;05-07-1950;27-01-2019;672042782978
4856;MIA;OLEJNIK;21-02-1951;03-10-2016;161080370412
4857;BRUNO;WOLSKI;12-09-1951;04-12-2018;763112075779
4858;YULIIA;KWASNIK;15-01-1957;13-06-2018;450081251054
4859;CZESLAWA;OLEJNIK;19-12-1973;09-10-2019;677080386768
4860;MARTA;PRZYBYLO;15-08-1976;19-05-2018;759082687019
4861;MYKHAILO;WYSZYNSKI;20-07-1961;05-03-2018;100081151669
4862;EDYTA;RZESZUTEK;03-11-1972;19-10-2016;690092396700
4863;ARLETA;PARUCH;27-07-1955;14-02-2019;652122662099
4864;ANNA;SLAZAK;14-07-1971;29-06-2018;385090353073
4865;HALYNA;SZCZECHOWICZ;28-02-1960;10-01-2017;586121486202
4866;TATIANA;KWIECIEN;23-07-1984;29-07-2016;501081017250
4867;IZABELLA;FISCHER;15-09-1957;08-09-2017;657112247206
4868;WIESLAWA;NIEDZIALKOWSKA;10-06-2001;27-08-2018;379012015573
4869;NORBERT;KAPUSTKA;06-07-1975;10-02-2017;467100238708
4870;HALYNA;NAZARUK;22-05-1970;30-12-2017;182122504667
4871;ALICJA;WCISLO;27-03-1995;07-03-2018;689120614978
